images,name,corrAns,sounds,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,begin_book,key_resp_1.keys,key_resp_1.corr,key_resp_1.rt,date,frameRate,expName,session,participant
images\paperclip04.jpg,eye drops,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,163,163,174,900.797924834,9.30111855268E-06,901.659671723,0.861756511382,,,,,x,1,0.850452818093,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\kiwi03.jpg,backpack,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,164,164,125,902.786905304,9.621726349E-06,903.710225314,0.923330913996,,,,,x,1,0.900466304622,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\gamecontroller01.jpg,game controller,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,165,165,112,904.828678038,9.621726349E-06,905.694088268,0.865420172806,,,,,z,1,0.850456987508,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\leek.jpg,donut,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,166,166,169,906.793300275,9.30111855268E-06,907.477908502,0.684618490748,,,,,x,1,0.667071530712,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lollipop03b.jpg,lollipop,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,167,167,42,908.569132168,8.98039434105E-06,909.42845276,0.859330213512,,,,,z,1,0.850482645677,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\ostrich.jpg,ostrich,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,168,168,76,910.527367132,9.30111855268E-06,911.228913901,0.701557032065,,,,,z,1,0.683747717529,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\gluestick.jpg,squirrel,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,169,169,226,912.335239947,8.98027792573E-06,912.946033877,0.610803551972,,,,,x,1,0.600382498698,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\giraffe.jpg,lettuce,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,170,170,195,914.04581357,9.30111855268E-06,915.696771468,1.65096816176,,,,,x,1,1.63399626478,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\teapot.jpg,light switch,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,171,171,197,916.812406929,9.94256697595E-06,917.630622219,0.818225553725,,,,,x,1,0.800431954791,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\gorilla.jpg,gorilla,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,172,172,80,918.74020717,8.65967012942E-06,919.414445661,0.674248112249,,,,,z,1,0.650394381722,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\atm.jpg,atm,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,173,173,96,920.554548082,8.98039434105E-06,921.631693768,1.07715530775,,,,,z,1,1.06716242479,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\scooter.jpg,pen,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,174,174,212,922.722863872,9.30111855268E-06,923.532218444,0.809364835965,,,,,x,1,0.800440614345,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cherry01.jpg,highlighter,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,175,175,187,924.639542913,9.30111855268E-06,925.582772676,0.943240347202,,,,,x,1,0.933812905336,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\printer03a.jpg,printer,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,176,176,72,926.690663869,9.621726349E-06,927.616640458,0.925987172872,,,,,z,1,0.917128379573,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\fireextinguisher02.jpg,fire extinguisher,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,177,177,175,928.725307809,9.30100213736E-06,929.667194048,0.941896502045,,,,,z,1,0.933803283609,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\ruler02b.jpg,watermelon,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,178,178,238,930.76802348,8.6595537141E-06,931.484216877,0.716203339398,,,,,x,1,0.700268031331,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\plant01.jpg,plant,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,179,179,47,932.594935917,9.30111855268E-06,933.634932466,1.04000649159,,,,,z,1,1.01716882316,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\weight01.jpg,weight,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,180,180,67,934.73829596,8.98027792573E-06,935.585487628,0.847201290308,,,,,z,1,0.833818646381,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\feather03b.jpg,feather,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,181,181,114,936.684947556,8.98027792573E-06,937.435948464,0.751010529697,,,,,z,1,0.733753827401,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\ladybug03.jpg,giraffe,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,182,182,178,938.538865506,9.30111855268E-06,939.219607373,0.680752129876,,,,,x,1,0.666904432117,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\nailclipper03a.jpg,aquarium,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,183,183,123,940.317792412,9.62184276432E-06,941.703769726,1.38598725619,,,,,x,1,1.36726290837,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\croissant02b.jpg,croissant,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,184,184,39,942.813067305,8.65967012942E-06,943.604278687,0.79122068279,,,,,z,1,0.767102352576,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\tie01.jpg,bench,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,185,185,130,944.701424572,9.621726349E-06,945.571484699,0.870070389821,,,,,x,1,0.850424594013,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\camera01a.jpg,bull,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,186,186,138,946.680729358,9.621726349E-06,948.172180868,1.49146177305,,,,,x,1,1.46729661676,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\parkbench03.jpg,park bench,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,187,187,71,949.276298711,9.621726349E-06,950.139370522,0.863081433461,,,,,z,1,0.850461156922,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\pictureframe04.jpg,picture frame,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,188,188,41,951.259906367,9.30111855268E-06,951.956526132,0.69663002796,,,,,z,1,0.683740661596,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\gps.jpg,gps,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,189,189,21,953.073384523,9.94256697595E-06,953.773677251,0.700302990503,,,,,z,1,0.683731039753,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cookingpot.jpg,grasshopper,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,190,190,183,954.886555424,9.30100213736E-06,955.824232765,0.937686963589,,,,,x,1,0.917142491438,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\parrot01.jpg,chameleon,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,191,191,150,956.93595087,9.62184276432E-06,957.808094758,0.872154151555,,,,,x,1,0.850448327838,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hairdryer03a.jpg,hairdryer,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,192,192,119,958.905943355,8.98039434105E-06,959.975342528,1.06940879487,,,,,z,1,1.05050355708,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bat.jpg,hand,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,193,193,185,961.073415634,9.30111855268E-06,962.025891949,0.952485616202,,,,,x,1,0.933797831181,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\parkingmeter.jpg,ear,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,194,194,171,963.126251837,8.6595537141E-06,964.309851539,1.18360900332,,,,,x,1,1.16721377312,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\barrel01.jpg,barrel,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,195,195,9,965.438341407,9.30100213736E-06,966.060315229,0.621983765392,,,,,z,1,0.600385064492,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\paintbrush03a.jpg,paint brush,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,196,196,0,967.159737953,9.30111855268E-06,967.877467631,0.717739620595,,,,,z,1,0.700408830424,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\eraser.jpg,eraser,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,197,197,110,968.983373205,8.65967012942E-06,969.761304575,0.777940671309,,,,,z,1,0.767093372182,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cauliflower01.jpg,glue stick,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,198,198,181,970.876172858,9.62184276432E-06,971.71183023,0.83566667384,,,,,x,1,0.817110707518,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\electrictoothbrush01a.jpg,banjo,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,199,199,127,972.80509885,9.30111855268E-06,973.829107812,1.02401858428,,,,,x,1,1.00053497229,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\icecube02 (2).jpg,aloe,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,200,200,122,974.938032066,8.65967012942E-06,975.912960535,0.974937770981,,,,,x,1,0.950481715496,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\battery03b.jpg,battery,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,201,201,34,977.020254856,9.621726349E-06,978.080210551,1.059965958,,,,,z,1,1.0505064436,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\dolphin01.jpg,dolphin,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,202,202,99,979.179055004,9.30100213736E-06,979.997395057,0.818349674926,,,,,z,1,0.800441255909,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\donut.jpg,rhinoceros,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,203,203,216,981.121465952,9.30111855268E-06,981.914582771,0.793127403245,,,,,x,1,0.783772766357,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\ceilingfan02.jpg,paper clip,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,204,204,208,983.011366556,9.94256697595E-06,984.415242987,1.40388669504,,,,,x,1,1.38392722839,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lighter02b.jpg,stapler,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,205,205,227,985.516508928,9.30111855268E-06,986.415784374,0.899285068037,,,,,x,1,0.883781778743,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\stapler03a.jpg,candy cane,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,206,206,145,987.52556561,9.62184276432E-06,988.266287546,0.740731558413,,,,,x,1,0.71708726231,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\tissuebox03.jpg,tissue box,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,207,207,58,989.390248432,9.621726349E-06,990.233476238,0.843238069909,,,,,z,1,0.833788177348,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\peach01.jpg,peach,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,208,208,106,991.360787115,8.98027792573E-06,992.384054878,1.02327674325,,,,,z,1,1.00049231562,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\graduationcap.jpg,graduation cap,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,209,209,35,993.484857047,9.30111855268E-06,994.467959559,0.983112133457,,,,,z,1,0.967163034016,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lock02a.jpg,lock,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,210,210,65,995.576872908,8.98027792573E-06,996.385176459,0.808313493733,,,,,z,1,0.783812857233,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\triangleruler02.jpg,bottle of red wine,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,211,211,134,997.494301488,9.94245056063E-06,998.185472426,0.691181521979,,,,,x,1,0.666904432117,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cat.jpg,black olive,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,212,212,133,999.31487893,9.30111855268E-06,1000.15282854,0.837959870114,,,,,x,1,0.81713347917,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\mattress.jpg,cat,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,213,213,147,1001.2554534,9.621726349E-06,1002.50346722,1.2480237619,,,,,x,1,1.233916917,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\banana04a.jpg,banana,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,214,214,118,1003.60908157,9.30100213736E-06,1004.22076327,0.611691644299,,,,,z,1,0.600571086048,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\tulip02.jpg,sport shorts,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,215,215,225,1005.31384555,9.30111855268E-06,1006.25444664,0.940610387945,,,,,x,1,0.917136397678,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\beachumbrella01.jpg,beach umbrella,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,216,216,92,1007.35846602,9.30111855268E-06,1008.10478528,0.746329523041,,,,,z,1,0.733591539785,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\arrow02.jpg,hammer,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,217,217,184,1009.20220763,9.30111855268E-06,1010.18884519,0.986647504382,,,,,x,1,0.967160468223,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\blueberry02.jpg,blueberry,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,218,218,46,1011.30068228,9.621726349E-06,1012.80620343,1.50553173444,,,,,z,1,1.48395227711,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\flower01.jpg,bus,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,219,219,140,1013.91890232,9.30111855268E-06,1014.72341199,0.804520258564,,,,,x,1,0.783788802684,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\pipe.jpg,icecube,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,220,220,188,1015.83088913,9.30100213736E-06,1018.22432558,2.39344671869,,,,,x,1,2.38417771598,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hanger02a.jpg,hanger,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,221,221,88,1019.31592514,9.62184276432E-06,1020.14151779,0.825602910132,,,,,z,1,0.817122895154,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\mailbox01.jpg,mail box,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,222,222,73,1021.25932393,9.621726349E-06,1021.97534028,0.71602661896,,,,,z,1,0.700411075493,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\banjo.jpg,knife,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,223,223,191,1023.07081743,8.98039434105E-06,1023.77582291,0.705015428597,,,,,x,1,0.683737454354,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\plate01b.jpg,plate,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,224,224,3,1024.87383219,8.6595537141E-06,1025.55963128,0.685808386886,,,,,x,0,0.667063833214,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\fork01.jpg,cooking pot,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,225,225,160,1026.6519653,9.30111855268E-06,1027.71022916,1.05827380379,,,,,x,1,1.03384661372,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\pen03c.jpg,pepper,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,226,226,211,1028.80307699,8.98039434105E-06,1029.52737836,0.724310990772,,,,,z,0,0.700419093599,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\dragonfly02.jpg,dragon fly,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,227,227,29,1030.62386002,8.65967012942E-06,1031.47789375,0.854043033207,,,,,z,1,0.833780159126,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\grasshopper.jpg,cauliflower,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,228,228,148,1032.56944231,9.30111855268E-06,1033.97856808,1.40913570882,,,,,x,1,1.40060405678,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\corkscrew02a.jpg,masquerade mask,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,229,229,201,1035.08232831,9.62184276432E-06,1036.0958014,1.0134827107,,,,,x,1,1.00049135333,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\swallow.jpg,mattress,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,230,230,202,1037.19579117,8.98027792573E-06,1038.07951554,0.883733990486,,,,,x,1,0.866966396454,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\floorlamp.jpg,floor lamp,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,231,231,26,1039.17096082,9.30111855268E-06,1040.14692781,0.975976604968,,,,,z,1,0.967183560599,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\diploma01.jpg,glasses,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,232,232,179,1041.27653829,9.62184276432E-06,1042.16409952,0.887570844498,,,,,x,1,0.867127401289,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bowl02b (1).jpg,bowl,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,233,233,24,1043.28023948,1.02631747723E-05,1044.29803629,1.01780739008,,,,,z,1,1.00052118092,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bicycle.jpg,hand bag,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,234,234,186,1045.40722001,1.02632911876E-05,1047.41551176,2.00830233248,,,,,x,1,1.98409099143,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hairpin.jpg,hair pin,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,235,235,28,1048.50524084,9.30111855268E-06,1049.21599759,0.710766379721,,,,,z,1,0.700412358274,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\tent.jpg,tent,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,236,236,11,1050.34269396,8.98027792573E-06,1051.18320489,0.84052055236,,,,,z,1,0.817095312639,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lamp04b.jpg,parking meter,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,237,237,209,1052.30312494,9.62184276432E-06,1053.33376653,1.03065121325,,,,,x,1,1.01716657809,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
,,,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
