8.5560 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([1., 1., 1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113004c90>, multiSample=False, name='window1', numSamples=2, pos=[-840, -525], screen=0, size=array([3360, 2100]), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
15.0822 	EXP 	text: text = u'apple'
15.0822 	EXP 	image: autoDraw = True
15.0822 	EXP 	text: autoDraw = True
15.8215 	DATA 	Keypress: z
15.8419 	EXP 	image: autoDraw = False
15.8419 	EXP 	text: autoDraw = False
15.8419 	EXP 	text_2: text = 'Correct!'
15.8419 	EXP 	text_2: autoDraw = True
16.8218 	EXP 	New trial (rep=0, index=4): OrderedDict([(u'images', u'images/antelope.jpg'), (u'name', u'antelope'), (u'corrAns', u'z')])
16.9854 	EXP 	text_2: autoDraw = False
16.9854 	EXP 	text_2: autoDraw = False
16.9854 	EXP 	image: image = u'images/antelope.jpg'
16.9854 	EXP 	image: size = array([300., 300.])
16.9854 	EXP 	text: text = u'antelope'
16.9854 	EXP 	image: autoDraw = True
16.9854 	EXP 	text: autoDraw = True
18.1219 	DATA 	Keypress: z
18.1419 	EXP 	image: autoDraw = False
18.1419 	EXP 	text: autoDraw = False
18.1419 	EXP 	text_2: text = 'Wrong.'
18.1419 	EXP 	text_2: autoDraw = True
19.1214 	EXP 	New trial (rep=0, index=5): OrderedDict([(u'images', u'images/banana04a.jpg'), (u'name', u'banana'), (u'corrAns', u'z')])
19.2862 	EXP 	text_2: autoDraw = False
19.2862 	EXP 	text_2: autoDraw = False
19.2862 	EXP 	image: image = u'images/banana04a.jpg'
19.2862 	EXP 	image: size = array([300., 300.])
19.2862 	EXP 	text: text = u'banana'
19.2862 	EXP 	image: autoDraw = True
19.2862 	EXP 	text: autoDraw = True
20.7879 	DATA 	Keypress: z
20.8219 	EXP 	image: autoDraw = False
20.8219 	EXP 	text: autoDraw = False
20.8219 	EXP 	text_2: text = 'Correct!'
20.8219 	EXP 	text_2: autoDraw = True
21.7885 	EXP 	New trial (rep=0, index=6): OrderedDict([(u'images', u'images/banjo.jpg'), (u'name', u'banjo'), (u'corrAns', u'z')])
21.9535 	EXP 	text_2: autoDraw = False
21.9535 	EXP 	text_2: autoDraw = False
21.9535 	EXP 	image: image = u'images/banjo.jpg'
21.9535 	EXP 	image: size = array([300., 300.])
21.9535 	EXP 	text: text = u'banjo'
21.9535 	EXP 	image: autoDraw = True
21.9535 	EXP 	text: autoDraw = True
22.6553 	DATA 	Keypress: z
22.6694 	EXP 	image: autoDraw = False
22.6694 	EXP 	text: autoDraw = False
22.6694 	EXP 	text_2: text = 'Correct!'
22.6694 	EXP 	text_2: autoDraw = True
23.6557 	EXP 	New trial (rep=0, index=7): OrderedDict([(u'images', u'images/bagel01.jpg'), (u'name', u'bagel'), (u'corrAns', u'z')])
23.8861 	EXP 	text_2: autoDraw = False
23.8861 	EXP 	text_2: autoDraw = False
23.8861 	EXP 	image: image = u'images/bagel01.jpg'
23.8861 	EXP 	image: size = array([300., 300.])
23.8861 	EXP 	text: text = u'bagel'
23.8861 	EXP 	image: autoDraw = True
23.8861 	EXP 	text: autoDraw = True
24.4553 	DATA 	Keypress: z
24.4690 	EXP 	image: autoDraw = False
24.4690 	EXP 	text: autoDraw = False
24.4690 	EXP 	text_2: text = 'Correct!'
24.4690 	EXP 	text_2: autoDraw = True
25.4553 	EXP 	New trial (rep=0, index=8): OrderedDict([(u'images', u'images/barn.jpg'), (u'name', u'shoe'), (u'corrAns', u'x')])
25.7027 	EXP 	text_2: autoDraw = False
25.7027 	EXP 	text_2: autoDraw = False
25.7027 	EXP 	image: image = u'images/barn.jpg'
25.7027 	EXP 	image: size = array([300., 300.])
25.7027 	EXP 	text: text = u'shoe'
25.7027 	EXP 	image: autoDraw = True
25.7027 	EXP 	text: autoDraw = True
26.0565 	DATA 	Keypress: x
26.0692 	EXP 	image: autoDraw = False
26.0692 	EXP 	text: autoDraw = False
26.0692 	EXP 	text_2: text = 'Correct!'
26.0692 	EXP 	text_2: autoDraw = True
27.0555 	EXP 	New trial (rep=0, index=9): OrderedDict([(u'images', u'images/antlers.jpg'), (u'name', u'antlers'), (u'corrAns', u'z')])
27.2321 	EXP 	text_2: autoDraw = False
27.2321 	EXP 	text_2: autoDraw = False
27.2321 	EXP 	image: image = u'images/antlers.jpg'
27.2321 	EXP 	image: size = array([300., 300.])
27.2321 	EXP 	text: text = u'antlers'
27.2321 	EXP 	image: autoDraw = True
27.2321 	EXP 	text: autoDraw = True
27.6216 	DATA 	Keypress: z
27.6360 	EXP 	image: autoDraw = False
27.6360 	EXP 	text: autoDraw = False
27.6360 	EXP 	text_2: text = 'Correct!'
27.6360 	EXP 	text_2: autoDraw = True
28.6216 	EXP 	New trial (rep=0, index=10): OrderedDict([(u'images', u'images/armadillo.jpg'), (u'name', u'armadillo'), (u'corrAns', u'z')])
28.8139 	EXP 	text_2: autoDraw = False
28.8139 	EXP 	text_2: autoDraw = False
28.8139 	EXP 	image: image = u'images/armadillo.jpg'
28.8139 	EXP 	image: size = array([300., 300.])
28.8139 	EXP 	text: text = u'armadillo'
28.8139 	EXP 	image: autoDraw = True
28.8139 	EXP 	text: autoDraw = True
29.1056 	DATA 	Keypress: x
29.1187 	EXP 	image: autoDraw = False
29.1187 	EXP 	text: autoDraw = False
29.1187 	EXP 	text_2: text = 'Correct!'
29.1187 	EXP 	text_2: autoDraw = True
30.1055 	EXP 	New trial (rep=0, index=11): OrderedDict([(u'images', u'images/acorn.jpg'), (u'name', u'tree'), (u'corrAns', u'x')])
30.3023 	EXP 	text_2: autoDraw = False
30.3023 	EXP 	text_2: autoDraw = False
30.3023 	EXP 	image: image = u'images/acorn.jpg'
30.3023 	EXP 	image: size = array([300., 300.])
30.3023 	EXP 	text: text = u'tree'
30.3023 	EXP 	image: autoDraw = True
30.3023 	EXP 	text: autoDraw = True
30.6038 	DATA 	Mouse: wheel shift=(0,0), pos=(664,755)
30.7201 	DATA 	Mouse: wheel shift=(0,0), pos=(664,755)
30.7885 	DATA 	Keypress: z
30.8100 	EXP 	image: autoDraw = False
30.8100 	EXP 	text: autoDraw = False
30.8100 	EXP 	text_2: text = 'Wrong.'
30.8100 	EXP 	text_2: autoDraw = True
31.7882 	EXP 	New trial (rep=0, index=12): OrderedDict([(u'images', u'images/apple01.jpg'), (u'name', u'apple'), (u'corrAns', u'z')])
32.0197 	EXP 	text_2: autoDraw = False
32.0197 	EXP 	text_2: autoDraw = False
32.0197 	EXP 	image: image = u'images/apple01.jpg'
32.0197 	EXP 	image: size = array([300., 300.])
32.0197 	EXP 	text: text = u'apple'
32.0197 	EXP 	image: autoDraw = True
32.0197 	EXP 	text: autoDraw = True
32.2224 	DATA 	Keypress: escape
32.4976 	EXP 	window1: mouseVisible = True
